
---------- Begin Simulation Statistics ----------
final_tick                                 5336658000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  77000                       # Simulator instruction rate (inst/s)
host_mem_usage                                 674104                       # Number of bytes of host memory used
host_op_rate                                   145123                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   129.87                       # Real time elapsed on the host
host_tick_rate                               41092142                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    10000001                       # Number of instructions simulated
sim_ops                                      18847133                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.005337                       # Number of seconds simulated
sim_ticks                                  5336658000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  12068331                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  5806006                       # number of cc regfile writes
system.cpu.committedInsts                    10000001                       # Number of Instructions Simulated
system.cpu.committedOps                      18847133                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.067332                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.067332                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                    528863                       # number of floating regfile reads
system.cpu.fp_regfile_writes                   290403                       # number of floating regfile writes
system.cpu.idleCycles                           85711                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                53029                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  2175000                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.853211                       # Inst execution rate
system.cpu.iew.exec_refs                      4019677                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    1650092                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  863859                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               2407982                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 64                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              1646                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              1687644                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            20253021                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               2369585                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            111702                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              19779907                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   7241                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                703165                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  45249                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                717114                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            190                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        39054                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          13975                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  22425284                       # num instructions consuming a value
system.cpu.iew.wb_count                      19728252                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.609115                       # average fanout of values written-back
system.cpu.iew.wb_producers                  13659587                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.848371                       # insts written-back per cycle
system.cpu.iew.wb_sent                       19749950                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 30671258                       # number of integer regfile reads
system.cpu.int_regfile_writes                15782519                       # number of integer regfile writes
system.cpu.ipc                               0.936916                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.936916                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     79.63% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              2300127     11.56%     91.19% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             1512687      7.60%     98.80% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead           89868      0.45%     99.25% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite         149288      0.75%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               19891610                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                  498522                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads              985445                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses       469551                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes             597473                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      290494                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.014604                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                  239687     82.51%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     82.51% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                     18      0.01%     82.52% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      2      0.00%     82.52% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                    723      0.25%     82.77% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                   316      0.11%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     82.87% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                  22928      7.89%     90.77% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                 16095      5.54%     96.31% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead               293      0.10%     96.41% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite            10432      3.59%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               19484857                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads           49683202                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     19258701                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          21061608                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   20252869                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  19891610                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                 152                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined         1405876                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued              7328                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved             86                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined      1730244                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples      10587606                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.878764                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.365156                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0             5329030     50.33%     50.33% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1              778581      7.35%     57.69% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2              900896      8.51%     66.20% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3              932327      8.81%     75.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4              776995      7.34%     82.34% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5              609556      5.76%     88.10% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6              674646      6.37%     94.47% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              373980      3.53%     98.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              211595      2.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        10587606                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.863676                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads             68997                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores            16150                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              2407982                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             1687644                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                 8339686                       # number of misc regfile reads
system.cpu.misc_regfile_writes                     18                       # number of misc regfile writes
system.cpu.numCycles                         10673317                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                             906                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    54                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests        30273                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests         69263                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests           21                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            2                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests        60853                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops          579                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests       122726                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops            581                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                           250                       # Clock period in ticks
system.cpu.branchPred.lookups                 2362606                       # Number of BP lookups
system.cpu.branchPred.condPredicted           1913299                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect             55201                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups               990792                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                  919072                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             92.761346                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                  122221                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  7                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups           55615                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits              52603                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses             3012                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted          429                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts         1397086                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls              66                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts             44311                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples     10381257                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.815496                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.661542                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0         5715147     55.05%     55.05% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1         1076484     10.37%     65.42% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2          553148      5.33%     70.75% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3          935836      9.01%     79.77% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4          244178      2.35%     82.12% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5          371730      3.58%     85.70% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6          333418      3.21%     88.91% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7          189553      1.83%     90.74% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8          961763      9.26%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total     10381257                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted             10000001                       # Number of instructions committed
system.cpu.commit.opsCommitted               18847133                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                     3855806                       # Number of memory references committed
system.cpu.commit.loads                       2239682                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                          32                       # Number of memory barriers committed
system.cpu.commit.branches                    2096089                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                     432909                       # Number of committed floating point instructions.
system.cpu.commit.integer                    18491276                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                105987                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass       186599      0.99%      0.99% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     14415807     76.49%     77.48% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult        83587      0.44%     77.92% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv       113626      0.60%     78.52% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd        42444      0.23%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt           32      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd          398      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     78.75% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu        11366      0.06%     78.81% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp           20      0.00%     78.81% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt        23970      0.13%     78.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc       113367      0.60%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift          105      0.00%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     79.54% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     79.54% # Class of committed instruction
