
---------- Begin Simulation Statistics ----------
final_tick                                 7954857000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 106983                       # Simulator instruction rate (inst/s)
host_mem_usage                                 708004                       # Number of bytes of host memory used
host_op_rate                                   189488                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   280.42                       # Real time elapsed on the host
host_tick_rate                               28367725                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    30000000                       # Number of instructions simulated
sim_ops                                      53136004                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.007955                       # Number of seconds simulated
sim_ticks                                  7954857000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  12645189                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 12017778                       # number of cc regfile writes
system.cpu.committedInsts                    30000000                       # Number of Instructions Simulated
system.cpu.committedOps                      53136004                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.530324                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.530324                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                  38281820                       # number of floating regfile reads
system.cpu.fp_regfile_writes                 21563085                       # number of floating regfile writes
system.cpu.idleCycles                          138602                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                17806                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  3210244                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     3.367875                       # Inst execution rate
system.cpu.iew.exec_refs                      8171097                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    1383817                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  189338                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               6808068                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 25                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              1157                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              1396647                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            53877391                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               6787280                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             27540                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              53581937                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   1353                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 47371                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  15143                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                 49405                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            171                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        14977                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           2829                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  72085045                       # num instructions consuming a value
system.cpu.iew.wb_count                      53564547                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.581658                       # average fanout of values written-back
system.cpu.iew.wb_producers                  41928827                       # num instructions producing a value
system.cpu.iew.wb_rate                       3.366782                       # insts written-back per cycle
system.cpu.iew.wb_sent                       53571428                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 52186904                       # number of integer regfile reads
system.cpu.int_regfile_writes                26718309                       # number of integer regfile writes
system.cpu.ipc                               1.885640                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.885640                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     84.74% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              1948041      3.63%     88.37% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             1377119      2.57%     90.94% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead         4846603      9.04%     99.98% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite           8656      0.02%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               53609478                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                22897973                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads            45796436                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses     22891580                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes           22989046                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      458394                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.008551                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                  455834     99.44%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     99.44% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                    108      0.02%     99.47% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     99.47% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                     49      0.01%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                    12      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                   20      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     99.48% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                   1110      0.24%     99.72% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                   802      0.17%     99.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                90      0.02%     99.92% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite              369      0.08%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               30252334                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads           77657934                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     30672967                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          31629750                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   53877364                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  53609478                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                  27                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined          741260                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued              5908                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved              9                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined      1122826                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples      15771113                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         3.399220                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.029018                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0              860473      5.46%      5.46% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             2085194     13.22%     18.68% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2             3168675     20.09%     38.77% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3             2627572     16.66%     55.43% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4             2593470     16.44%     71.87% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5             1385667      8.79%     80.66% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6             1693442     10.74%     91.40% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7             1011609      6.41%     97.81% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              345011      2.19%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        15771113                       # Number of insts issued each cycle
system.cpu.iq.rate                           3.369606                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads              4619                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores             1622                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              6808068                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             1396647                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                18092420                       # number of misc regfile reads
system.cpu.misc_regfile_writes                     18                       # number of misc regfile writes
system.cpu.numCycles                         15909715                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                            1556                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    63                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests        25244                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests         59197                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests           10                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests        35638                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops          522                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests        72299                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops            522                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                           250                       # Clock period in ticks
system.cpu.branchPred.lookups                 3281090                       # Number of BP lookups
system.cpu.branchPred.condPredicted           1929147                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect             15059                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups               938803                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                  937197                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.828931                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                  445026                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  6                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups          447637                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits             441070                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses             6567                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted         1030                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts          717777                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls              18                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts             14356                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples     15668521                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     3.391258                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.880592                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0         1634041     10.43%     10.43% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1         4595172     29.33%     39.76% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2         2238463     14.29%     54.04% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3         1360896      8.69%     62.73% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4          454936      2.90%     65.63% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5          894104      5.71%     71.34% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6          455118      2.90%     74.24% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7         1326082      8.46%     82.71% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8         2709709     17.29%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total     15668521                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted             30000000                       # Number of instructions committed
system.cpu.commit.opsCommitted               53136004                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                     8087073                       # Number of memory references committed
system.cpu.commit.loads                       6720045                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                           0                       # Number of memory barriers committed
system.cpu.commit.branches                    3180141                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                   22852935                       # Number of committed floating point instructions.
system.cpu.commit.integer                    36857888                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                441376                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass       901824      1.70%      1.70% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     27791777     52.30%     54.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult         1415      0.00%     54.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv        97485      0.18%     54.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd      1317565      2.48%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt           32      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd         2262      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     56.67% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu      2637146      4.96%     61.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp           12      0.00%     61.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt         4818      0.01%     61.64% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc      2637464      4.96%     66.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult          208      0.00%     66.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     66.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift          884      0.00%     66.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     66.61% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     66.61% # Class of committed instruction
